age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
38,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,20273
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,36358
34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,65,United-States,34060
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,171156
27,Federal-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,25769
63,Private,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,8,United-States,46226
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,106946
25,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,50,United-States,22236
54,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,40,United-States,41425
19,?,Some-college,10,Never-married,?,Own-child,White,Female,35,United-States,38613
35,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,50,United-States,24199
24,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,111228
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,35,United-States,33063
59,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,35656
43,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,?,20290
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,25471
41,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,22868
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,25774
27,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,40,United-States,21901
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,27600
25,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,60,United-States,39060
55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,197420
22,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,21,United-States,30683
58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,34334
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,United-States,25062
39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,190677
40,Private,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,Haiti,24494
46,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,47950
54,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,20,United-States,35305
19,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,30,United-States,37567
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,22102
53,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,27311
24,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,13,United-States,32639
29,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,65,United-States,30905
56,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,192565
54,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,72053
21,?,Some-college,10,Never-married,?,Not-in-family,White,Female,30,United-States,47280
34,Private,9th,5,Separated,Craft-repair,Not-in-family,White,Male,40,?,42136
56,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,20659
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,177567
19,Private,10th,6,Never-married,Sales,Unmarried,Black,Female,40,United-States,34654
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,129308
48,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,52,United-States,49222
67,?,Masters,14,Married-civ-spouse,?,Husband,Black,Male,40,United-States,67296
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,31030
52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,145908
40,Private,1st-4th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,40,Dominican-Republic,38018
28,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,24532
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,170777
57,Private,1st-4th,2,Divorced,Craft-repair,Unmarried,White,Male,40,Portugal,49668
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,42859
26,?,11th,7,Never-married,?,Not-in-family,White,Female,35,Germany,27031
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,?,40161
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,173794
46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,89837
50,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Philippines,42563
33,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,?,30551
77,Self-emp-not-inc,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,20,United-States,42673
39,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,52,United-States,77806
67,?,HS-grad,9,Widowed,?,Unmarried,White,Male,3,United-States,23433
35,Private,Assoc-acdm,12,Divorced,Handlers-cleaners,Unmarried,White,Female,24,United-States,36386
23,Private,10th,6,Never-married,Craft-repair,Own-child,Black,Female,40,United-States,29976
37,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,158494
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,120906
60,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,United-States,59251
32,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,39292
56,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,United-States,43144
45,State-gov,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,40,United-States,38835
24,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,153800
18,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,27,United-States,47231
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,40,United-States,20043
21,?,Some-college,10,Never-married,?,Own-child,White,Male,50,United-States,21061
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,192334
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,23083
45,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,31674
18,Private,11th,7,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,25,United-States,24918
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,30,United-States,41049
31,State-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,32863
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,45,United-States,40069
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,69616
74,Private,Prof-school,15,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,46003
27,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,40,Mexico,29986
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,22568
31,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,101388
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,26351
41,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,157842
25,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,20,United-States,34965
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,United-States,24811
24,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,47242
42,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,62264
45,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,24576
52,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,107344
34,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,47523
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,60,United-States,39567
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,44189
42,Federal-gov,11th,7,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,41393
32,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,93116
40,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,20,United-States,39956
55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,175403
66,?,11th,7,Never-married,?,Not-in-family,White,Male,30,United-States,47404
52,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,23296
21,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,15,United-States,48424
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,186906
52,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,50,United-States,125837
28,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,?,38533
27,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,25783
42,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,23629
27,Self-emp-inc,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,20390
47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,105674
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,33765
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,47992
55,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,25,Nicaragua,24175
50,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,Other,Male,49,Dominican-Republic,42484
32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,27177
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,26109
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,24779
43,Private,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,50,United-States,20043
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Iran,88152
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,29426
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,55,United-States,32703
27,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Hong,36526
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,24,United-States,28035
31,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,36796
49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,38227
26,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Columbia,45292
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,172483
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,38380
41,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,31637
48,State-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,56,United-States,190403
40,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,121974
70,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,168878
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,43,United-States,28323
38,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,75,Mexico,23558
37,Self-emp-not-inc,Some-college,10,Separated,Other-service,Own-child,White,Female,40,Cuba,37721
49,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,92423
51,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,98921
43,Private,1st-4th,2,Never-married,Sales,Own-child,White,Male,40,United-States,25782
38,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,33200
18,?,11th,7,Never-married,?,Own-child,White,Male,36,United-States,25066
23,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,25,Mexico,30781
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,30864
62,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,24,United-States,41992
33,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,27781
31,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,45,United-States,20531
64,Private,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,40,United-States,40974
26,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,El-Salvador,31932
55,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,27040
61,Local-gov,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,22687
37,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,97820
78,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,United-States,33601
27,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,42557
49,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,42,United-States,27555
55,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,173378
42,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,58,United-States,45032
22,?,HS-grad,9,Never-married,?,Other-relative,White,Female,40,United-States,28981
61,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,28539
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,United-States,27011
46,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,29034
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,22320
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,36091
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,87899
18,Private,Some-college,10,Divorced,Other-service,Own-child,White,Male,15,United-States,29030
48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,47604
50,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,29873
40,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,49205
56,Self-emp-not-inc,10th,6,Divorced,Sales,Own-child,White,Male,40,United-States,20088
34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,48815
56,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,21534
18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,20,United-States,46899
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,29925
40,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,21730
27,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,50,United-States,35771
52,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,116457
46,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,30,United-States,23926
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,29849
50,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,98171
19,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,50,United-States,41723
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,46496
39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,158269
24,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,35,United-States,48293
72,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,37626
42,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,75908
42,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,45,?,32069
51,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States,33108
39,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,196944
40,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,35,United-States,36932
34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,56230
19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,Mexico,20026
26,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,21911
45,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,122760
28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,114232
30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,58806
32,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,35361
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,29306
21,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,35,United-States,48367
54,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,20,United-States,23608
62,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,137901
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,48,United-States,27983
49,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,32,United-States,25653
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,69448
26,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,?,23685
37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,199880
58,Private,HS-grad,9,Divorced,Sales,Other-relative,White,Female,40,United-States,21458
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,90561
41,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,28816
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,87038
47,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,29809
42,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,35,United-States,45839
30,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,45669
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,183672
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,22223
57,Private,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,10,United-States,20445
46,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,21318
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,27448
20,Private,9th,5,Never-married,Machine-op-inspct,Own-child,White,Female,11,Nicaragua,39269
47,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,50,United-States,33471
55,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,20,United-States,44265
53,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Greece,153952
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,176824
80,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,38494
24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,Mexico,33827
43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,149187
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,48636
40,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Male,40,United-States,24730
48,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,170611
56,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,25,United-States,36515
34,?,11th,7,Divorced,?,Own-child,White,Male,84,United-States,42264
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,57755
24,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,25929
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,40132
34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,45765
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,37994
41,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,48,Canada,113517
24,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,38,United-States,33351
22,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States,34053
32,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,30365
41,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,55,United-States,29529
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,35,United-States,49578
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,33045
55,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States,64235
49,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,?,165323
26,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,20628
27,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,70,United-States,45013
35,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,45092
40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,60,Greece,24302
59,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,United-States,42395
61,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,153191
31,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,23795
43,Federal-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,60,United-States,147051
61,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,41219
54,Private,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,30,United-States,41502
30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,36406
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,20587
27,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,Germany,36957
44,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,60,United-States,25653
64,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,Cuba,30051
55,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,34697
34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,55,United-States,23037
61,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,35,United-States,37404
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,47789
34,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,35895
47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,64942
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,47166
35,Private,11th,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,44747
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,46336
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,117333
17,Private,11th,7,Never-married,Other-service,Own-child,Black,Female,25,United-States,36720
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,41186
33,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,32712
25,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,24119
18,Private,10th,6,Never-married,Sales,Own-child,White,Male,10,United-States,32406
47,State-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,38,United-States,32936
44,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,30,United-States,36416
41,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,30,United-States,43751
30,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,41972
53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,43669
53,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,20,United-States,45016
40,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,20,United-States,34366
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,24,United-States,30659
27,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,44438
50,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,37,Mexico,29241
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,46282
41,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,121224
41,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,45761
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,46346
32,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,35143
22,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,27065
22,Private,10th,6,Divorced,Craft-repair,Own-child,White,Male,40,United-States,46357
18,Local-gov,12th,8,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,35637
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,30,United-States,27669
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,32408
35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,29545
23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,35517
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,191410
